conf_abbr	date	game_location	game_result	game_streak	losses	notes	opp_name	opp_points	points	school_name	ties	time_game	wins
Big Ten	1994-11-05	@	W	W 1	3		Purdue	23	45	(20) Michigan	0		6
Big Ten	1994-11-12		W	W 2	3		Minnesota	22	38	(19) Michigan	0		7
Big Ten	1994-11-19	@	L	L 1	4		(22) Ohio State	22	6	(15) Michigan	0		7
WAC	1994-12-30	N	W	W 1	4	Holiday Bowl (Holiday Bowl (San Diego, CA))	(10) Colorado State	14	24	(20) Michigan	0		8
ACC	1995-08-26		W	W 1	0	Pigskin Classic (Ann Arbor, MI)	(17) Virginia	17	18	(14) Michigan	0		1
Big Ten	1995-09-02	@	W	W 2	0		(25) Illinois	14	38	(13) Michigan	0		2
Ind	1995-09-09		W	W 3	0		Memphis	7	24	(11) Michigan	0		3
Big East	1995-09-16	@	W	W 4	0		Boston College	13	23	(11) Michigan	0		4
MAC	1995-09-30		W	W 5	0		Miami (OH)	19	38	(8) Michigan	0		5
Big Ten	1995-10-07		L	L 1	1		(25) Northwestern	19	13	(7) Michigan	0		5
Big Ten	1995-10-21	@	W	W 1	1		Indiana	17	34	(10) Michigan	0		6
Big Ten	1995-10-28		W	W 2	1		Minnesota	17	52	(9) Michigan	0		7
Big Ten	1995-11-04	@	L	L 1	2		Michigan State	28	25	(7) Michigan	0		7
Big Ten	1995-11-11		W	W 1	2		Purdue	0	5	(13) Michigan	0		8
Big Ten	1995-11-18	@	L	L 1	3		(19) Penn State	27	17	(12) Michigan	0		8
Big Ten	1995-11-25		W	W 1	3		(2) Ohio State	23	31	(18) Michigan	0		9
SWC	1995-12-28	N	L	L 1	4	Alamo Bowl (Alamo Bowl (San Antonio, TX))	(19) Texas A&M	22	20	(14) Michigan	0		9
Big Ten	1996-08-31		W	W 1	0		Illinois	8	20	(12) Michigan			1
Big 12	1996-09-14	@	W	W 2	0		(5) Colorado	13	20	(11) Michigan			2
Big East	1996-09-21		W	W 3	0		Boston College	14	20	(8) Michigan			3
Pac-10	1996-09-28		W	W 4	0		UCLA	9	38	(7) Michigan			4
Big Ten	1996-10-05	@	L	L 1	1		(22) Northwestern	17	16	(6) Michigan			4
Big Ten	1996-10-19		W	W 1	1		Indiana	20	27	(13) Michigan			5
Big Ten	1996-10-26	@	W	W 2	1		Minnesota	10	44	(10) Michigan			6
Big Ten	1996-11-02		W	W 3	1		Michigan State	29	45	(9) Michigan			7
Big Ten	1996-11-09	@	L	L 1	2		Purdue	9	3	(9) Michigan			7
Big Ten	1996-11-16		L	L 2	3		(11) Penn State	29	17	(16) Michigan			7
Big Ten	1996-11-23	@	W	W 1	3		(2) Ohio State	9	13	(21) Michigan			8
SEC	1997-01-01	N	L	L 1	4	Outback Bowl (Outback Bowl (Tampa, FL))	(16) Alabama	17	14	(15) Michigan			8
Big 12	1997-09-13		W	W 1	0		(8) Colorado	3	27	(14) Michigan			1
Big 12	1997-09-20		W	W 2	0		Baylor	3	38	(8) Michigan			2
Ind	1997-09-27		W	W 3	0		Notre Dame	14	21	(6) Michigan			3
Big Ten	1997-10-04	@	W	W 4	0		Indiana	0	37	(6) Michigan			4
Big Ten	1997-10-11		W	W 5	0		Northwestern	6	23	(6) Michigan			5
Big Ten	1997-10-18		W	W 6	0		(15) Iowa	24	28	(5) Michigan			6
Big Ten	1997-10-25	@	W	W 7	0		(15) Michigan State	7	23	(5) Michigan			7
Big Ten	1997-11-01		W	W 8	0		Minnesota	3	24	(4) Michigan			8
Big Ten	1997-11-08	@	W	W 9	0		(2) Penn State	8	34	(4) Michigan			9
Big Ten	1997-11-15	@	W	W 10	0		(23) Wisconsin	16	26	(1) Michigan			10
Big Ten	1997-11-22		W	W 11	0		(4) Ohio State	14	20	(1) Michigan			11
Pac-10	1998-01-01	N	W	W 12	0	Rose Bowl (Rose Bowl (Pasadena, CA))	(8) Washington State	16	21	(1) Michigan			12
Ind	1998-09-05	@	L	L 1	1		(22) Notre Dame	36	20	(5) Michigan			0
Big East	1998-09-12		L	L 2	2		(19) Syracuse	38	28	(13) Michigan			0
MAC	1998-09-19		W	W 1	2		Eastern Michigan	20	59	Michigan			1
Big Ten	1998-09-26		W	W 2	2		Michigan State	17	29	Michigan			2
Big Ten	1998-10-03	@	W	W 3	2		Iowa	9	12	(25) Michigan			3
Big Ten	1998-10-17	@	W	W 4	2		Northwestern	6	12	Michigan			4
Big Ten	1998-10-24		W	W 5	2		Indiana	10	21	Michigan			5
Big Ten	1998-10-31	@	W	W 6	2		Minnesota	10	15	(22) Michigan			6
Big Ten	1998-11-07		W	W 7	2		(9) Penn State	0	27	(22) Michigan			7
Big Ten	1998-11-14		W	W 8	2		(8) Wisconsin	10	27	(15) Michigan			8
Big Ten	1998-11-21	@	L	L 1	3		(7) Ohio State	31	16	(11) Michigan			8
WAC	1998-11-28	@	W	W 1	3		Hawaii	17	48	(15) Michigan			9
SEC	1999-01-01	N	W	W 2	3	Citrus Bowl (Citrus Bowl (Orlando, FL))	(11) Arkansas	31	45	(15) Michigan			10
Ind	1999-09-04		W	W 1	0		(16) Notre Dame	22	26	(7) Michigan			1
WAC	1999-09-11		W	W 2	0		Rice	3	37	(6) Michigan			2
Big East	1999-09-18	@	W	W 3	0		Syracuse	13	18	(6) Michigan			3
Big Ten	1999-09-25	@	W	W 4	0		(20) Wisconsin	16	21	(4) Michigan			4
Big Ten	1999-10-02		W	W 5	0		(11) Purdue	12	38	(4) Michigan			5
Big Ten	1999-10-09	@	L	L 1	1		(11) Michigan State	34	31	(3) Michigan			5
Big Ten	1999-10-23		L	L 2	2		Illinois	35	29	(9) Michigan			5
Big Ten	1999-10-30	@	W	W 1	2		Indiana	31	34	(15) Michigan			6
Big Ten	1999-11-06		W	W 2	2		Northwestern	3	37	(16) Michigan			7
Big Ten	1999-11-13	@	W	W 3	2		(6) Penn State	27	31	(16) Michigan			8
Big Ten	1999-11-20		W	W 4	2		Ohio State	17	24	(10) Michigan			9
SEC	2000-01-01	N	W	W 5	2	Orange Bowl (Orange Bowl (Miami, FL))	(5) Alabama	34	35	(8) Michigan			10
MAC	2000-09-02		W	W 1	0		Bowling Green State	7	42	(6) Michigan			1
WAC	2000-09-09		W	W 2	0		Rice	7	38	(3) Michigan			2
Pac-10	2000-09-16	@	L	L 1	1		(14) UCLA	23	20	(3) Michigan			2
Big Ten	2000-09-23	@	W	W 1	1		(19) Illinois	31	35	(10) Michigan			3
Big Ten	2000-09-30		W	W 2	1		(17) Wisconsin	10	13	(9) Michigan			4
Big Ten	2000-10-07	@	L	L 1	2		Purdue	32	31	(6) Michigan			4
Big Ten	2000-10-14		W	W 1	2		Indiana	0	58	(18) Michigan			5
Big Ten	2000-10-21		W	W 2	2		Michigan State	0	14	(16) Michigan			6
Big Ten	2000-11-04	@	L	L 1	3		(21) Northwestern	54	51	(12) Michigan			6
Big Ten	2000-11-11		W	W 1	3		Penn State	11	33	(20) Michigan			7
Big Ten	2000-11-18	@	W	W 2	3		(12) Ohio State	26	38	(19) Michigan			8
SEC	2001-01-01	N	W	W 3	3	Citrus Bowl (Citrus Bowl (Orlando, FL))	(20) Auburn	28	31	(17) Michigan			9
MAC	2001-09-01		W	W 1	0		Miami (OH)	13	31	(12) Michigan			1
Pac-10	2001-09-08	@	L	L 1	1		(15) Washington	23	18	(11) Michigan			1
MAC	2001-09-22		W	W 1	1		Western Michigan	21	38	(20) Michigan			2
Big Ten	2001-09-29		W	W 2	1		(22) Illinois	20	45	(17) Michigan			3
Big Ten	2001-10-06	@	W	W 3	1		Penn State	0	20	(15) Michigan			4
Big Ten	2001-10-13		W	W 4	1		(17) Purdue	10	24	(12) Michigan			5
Big Ten	2001-10-27	@	W	W 5	1		Iowa	26	32	(8) Michigan			6
Big Ten	2001-11-03	@	L	L 1	2		Michigan State	26	24	(6) Michigan			6
Big Ten	2001-11-10		W	W 1	2		Minnesota	10	31	(12) Michigan			7
Big Ten	2001-11-17	@	W	W 2	2		Wisconsin	17	20	(11) Michigan			8
Big Ten	2001-11-24		L	L 1	3		Ohio State	26	20	(11) Michigan			8
SEC	2002-01-01	N	L	L 2	4	Citrus Bowl (Citrus Bowl (Orlando, FL))	(8) Tennessee	45	17	(17) Michigan			8
Pac-10	2002-08-31		W	W 1	0		(11) Washington	29	31	(13) Michigan			1
MAC	2002-09-07		W	W 2	0		Western Michigan	12	35	(7) Michigan			2
Ind	2002-09-14	@	L	L 1	1		(20) Notre Dame	25	23	(7) Michigan			2
MWC	2002-09-21		W	W 1	1		Utah	7	10	(14) Michigan			3
Big Ten	2002-09-28	@	W	W 2	1		Illinois	28	45	(14) Michigan			4
Big Ten	2002-10-12		W	W 3	1		(15) Penn State	24	27	(13) Michigan			5
Big Ten	2002-10-19	@	W	W 4	1		Purdue	21	23	(11) Michigan			6
Big Ten	2002-10-26		L	L 1	2		(13) Iowa	34	9	(8) Michigan			6
Big Ten	2002-11-02		W	W 1	2		Michigan State	3	49	(15) Michigan			7
Big Ten	2002-11-09	@	W	W 2	2		Minnesota	24	41	(13) Michigan			8
Big Ten	2002-11-16		W	W 3	2		Wisconsin	14	21	(12) Michigan			9
Big Ten	2002-11-23	@	L	L 1	3		(2) Ohio State	14	9	(12) Michigan			9
SEC	2003-01-01	N	W	W 1	3	Outback Bowl (Outback Bowl (Tampa, FL))	(22) Florida	30	38	(12) Michigan			10
MAC	2003-08-30		W	W 1	0		Central Michigan	7	45	(4) Michigan			1
CUSA	2003-09-06		W	W 2	0		Houston	3	50	(5) Michigan			2
Ind	2003-09-13		W	W 3	0		(15) Notre Dame	0	38	(5) Michigan			3
Pac-10	2003-09-20	@	L	L 1	1		(22) Oregon	31	27	(3) Michigan			3
Big Ten	2003-09-27		W	W 1	1		Indiana	17	31	(11) Michigan			4
Big Ten	2003-10-04	@	L	L 1	2		(23) Iowa	30	27	(9) Michigan			4
Big Ten	2003-10-10	@	W	W 1	2		(17) Minnesota	35	38	(20) Michigan			5
Big Ten	2003-10-18		W	W 2	2		Illinois	14	56	(17) Michigan			6
Big Ten	2003-10-25		W	W 3	2		(10) Purdue	3	31	(13) Michigan			7
Big Ten	2003-11-01	@	W	W 4	2		(9) Michigan State	20	27	(11) Michigan			8
Big Ten	2003-11-15	@	W	W 5	2		Northwestern	10	41	(5) Michigan			9
Big Ten	2003-11-22		W	W 6	2		(4) Ohio State	21	35	(5) Michigan			10
Pac-10	2004-01-01	@	L	L 1	3	Rose Bowl (Rose Bowl (Pasadena, CA))	(1) USC	28	14	(4) Michigan			10
MAC	2004-09-04		W	W 1	0		Miami (OH)	10	43	(8) Michigan			1
Ind	2004-09-11	@	L	L 1	1		Notre Dame	28	20	(8) Michigan			1
MWC	2004-09-18		W	W 1	1		San Diego State	21	24	(17) Michigan			2
Big Ten	2004-09-25		W	W 2	1		Iowa	17	30	(18) Michigan			3
Big Ten	2004-10-02	@	W	W 3	1		Indiana	14	35	(19) Michigan			4
Big Ten	2004-10-09		W	W 4	1		(13) Minnesota	24	27	(14) Michigan			5
Big Ten	2004-10-16	@	W	W 5	1		Illinois	19	30	(14) Michigan			6
Big Ten	2004-10-23	@	W	W 6	1		(12) Purdue	14	16	(13) Michigan			7
Big Ten	2004-10-30		W	W 7	1		Michigan State	37	45	(12) Michigan			8
Big Ten	2004-11-13		W	W 8	1		Northwestern	20	42	(9) Michigan			9
Big Ten	2004-11-20	@	L	L 1	2		Ohio State	37	21	(7) Michigan			9
Big 12	2005-01-01	N	L	L 2	3	Rose Bowl (Rose Bowl (Pasadena, CA))	(6) Texas	38	37	(13) Michigan			9
MAC	2005-09-03		W	W 1	0		Northern Illinois	17	33	(4) Michigan			1
Ind	2005-09-10		L	L 1	1		(20) Notre Dame	17	10	(3) Michigan			1
MAC	2005-09-17		W	W 1	1		Eastern Michigan	0	55	(14) Michigan			2
Big Ten	2005-09-24	@	L	L 1	2		Wisconsin	23	20	(14) Michigan			2
Big Ten	2005-10-01	@	W	W 1	2		(11) Michigan State	31	34	Michigan			3
Big Ten	2005-10-08		L	L 1	3		Minnesota	23	20	(21) Michigan			3
Big Ten	2005-10-15		W	W 1	3		(8) Penn State	25	27	Michigan			4
Big Ten	2005-10-22	@	W	W 2	3		Iowa	20	23	Michigan			5
Big Ten	2005-10-29	@	W	W 3	3		(21) Northwestern	17	33	(25) Michigan			6
Big Ten	2005-11-12		W	W 4	3		Indiana	14	41	(21) Michigan			7
Big Ten	2005-11-19		L	L 1	4		(9) Ohio State	25	21	(17) Michigan			7
Big 12	2005-12-28	N	L	L 2	5	Alamo Bowl (Alamo Bowl (San Antonio, TX))	Nebraska	32	28	(20) Michigan			7
SEC	2006-09-02		W	W 1	0		Vanderbilt	7	27	(14) Michigan			1
MAC	2006-09-09		W	W 2	0		Central Michigan	17	41	(10) Michigan			2
Ind	2006-09-16	@	W	W 3	0		(2) Notre Dame	21	47	(11) Michigan			3
Big Ten	2006-09-23		W	W 4	0		Wisconsin	13	27	(6) Michigan			4
Big Ten	2006-09-30	@	W	W 5	0		Minnesota	14	28	(6) Michigan			5
Big Ten	2006-10-07		W	W 6	0		Michigan State	13	31	(6) Michigan			6
Big Ten	2006-10-14	@	W	W 7	0		Penn State	10	17	(4) Michigan			7
Big Ten	2006-10-21		W	W 8	0		Iowa	6	20	(2) Michigan			8
Big Ten	2006-10-28		W	W 9	0		Northwestern	3	17	(2) Michigan			9
MAC	2006-11-04		W	W 10	0		Ball State	26	34	(2) Michigan			10
Big Ten	2006-11-11	@	W	W 11	0		Indiana	3	34	(2) Michigan			11
Big Ten	2006-11-18	@	L	L 1	1		(1) Ohio State	42	39	(2) Michigan			11
Pac-10	2007-01-01	@	L	L 2	2	Rose Bowl (Rose Bowl (Pasadena, CA))	(8) USC	32	18	(3) Michigan			11
Non-Major	2007-09-01		L	L 1	1		Appalachian State	34	32	(5) Michigan			0
Pac-10	2007-09-08		L	L 2	2		Oregon	39	7	Michigan			0
Ind	2007-09-15		W	W 1	2		Notre Dame	0	38	Michigan			1
Big Ten	2007-09-22		W	W 2	2		(10) Penn State	9	14	Michigan			2
Big Ten	2007-09-29	@	W	W 3	2		Northwestern	16	28	Michigan			3
MAC	2007-10-06		W	W 4	2		Eastern Michigan	22	33	Michigan			4
Big Ten	2007-10-13		W	W 5	2		Purdue	21	48	Michigan			5
Big Ten	2007-10-20	@	W	W 6	2		Illinois	17	27	(24) Michigan			6
Big Ten	2007-10-27		W	W 7	2		Minnesota	10	34	(19) Michigan			7
Big Ten	2007-11-03	@	W	W 8	2		Michigan State	24	28	(15) Michigan			8
Big Ten	2007-11-10	@	L	L 1	3		Wisconsin	37	21	(13) Michigan			8
Big Ten	2007-11-17		L	L 2	4		(7) Ohio State	14	3	(23) Michigan			8
SEC	2008-01-01	N	W	W 1	4	Capital One Bowl (Capital One Bowl (Orlando, FL))	(9) Florida	35	41	Michigan			9
MWC	2008-08-30		L	L 1	1		Utah	25	23	Michigan			0
MAC	2008-09-06		W	W 1	1		Miami (OH)	6	16	Michigan			1
Ind	2008-09-13	@	L	L 1	2		Notre Dame	35	17	Michigan			1
Big Ten	2008-09-27		W	W 1	2		(9) Wisconsin	25	27	Michigan			2
Big Ten	2008-10-04		L	L 1	3		Illinois	45	20	Michigan			2
MAC	2008-10-11		L	L 2	4		Toledo	13	10	Michigan			2
Big Ten	2008-10-18	@	L	L 3	5		(3) Penn State	46	17	Michigan			2
Big Ten	2008-10-25		L	L 4	6		Michigan State	35	21	Michigan			2
Big Ten	2008-11-01	@	L	L 5	7		Purdue	48	42	Michigan			2
Big Ten	2008-11-08	@	W	W 1	7		Minnesota	6	29	Michigan			3
Big Ten	2008-11-15		L	L 1	8		Northwestern	21	14	Michigan			3
Big Ten	2008-11-22	@	L	L 2	9		(10) Ohio State	42	7	Michigan			3
MAC	2009-09-05		W	W 1	0		Western Michigan	7	31	Michigan			1
Ind	2009-09-12		W	W 2	0		(18) Notre Dame	34	38	Michigan			2
MAC	2009-09-19		W	W 3	0		Eastern Michigan	17	45	(25) Michigan			3
Big Ten	2009-09-26		W	W 4	0		Indiana	33	36	(23) Michigan			4
Big Ten	2009-10-03	@	L	L 1	1		Michigan State	26	20	(22) Michigan			4
Big Ten	2009-10-10	@	L	L 2	2		(12) Iowa	30	28	Michigan			4
Non-Major	2009-10-17		W	W 1	2		Delaware State	6	63	Michigan			5
Big Ten	2009-10-24		L	L 1	3		(13) Penn State	35	10	Michigan			5
Big Ten	2009-10-31	@	L	L 2	4		Illinois	38	13	Michigan			5
Big Ten	2009-11-07		L	L 3	5		Purdue	38	36	Michigan			5
Big Ten	2009-11-14	@	L	L 4	6		(21) Wisconsin	45	24	Michigan			5
Big Ten	2009-11-21		L	L 5	7		(9) Ohio State	21	10	Michigan			5
Big East	2010-09-04		W	W 1	0		Connecticut	10	30	Michigan			1
Ind	2010-09-11	@	W	W 2	0		Notre Dame	24	28	Michigan			2
Non-Major	2010-09-18		W	W 3	0		Massachusetts	37	42	(20) Michigan			3
MAC	2010-09-25		W	W 4	0		Bowling Green State	21	65	(21) Michigan			4
Big Ten	2010-10-02	@	W	W 5	0		Indiana	35	42	(19) Michigan			5
Big Ten	2010-10-09		L	L 1	1		(17) Michigan State	34	17	(18) Michigan			5
Big Ten	2010-10-16		L	L 2	2		(15) Iowa	38	28	Michigan			5
Big Ten	2010-10-30	@	L	L 3	3		Penn State	41	31	Michigan			5
Big Ten	2010-11-06		W	W 1	3		Illinois	65	67	Michigan			6
Big Ten	2010-11-13	@	W	W 2	3		Purdue	16	27	Michigan			7
Big Ten	2010-11-20		L	L 1	4		(6) Wisconsin	48	28	Michigan			7
Big Ten	2010-11-27	@	L	L 2	5		(8) Ohio State	37	7	Michigan			7
SEC	2011-01-01	N	L	L 3	6	Gator Bowl (Gator Bowl (Jacksonville, FL))	(21) Mississippi State	52	14	Michigan			7
MAC	2011-09-03		W	W 1	0		Western Michigan	10	34	Michigan			1
Ind	2011-09-10		W	W 2	0		Notre Dame	31	35	Michigan			2
MAC	2011-09-17		W	W 3	0		Eastern Michigan	3	31	Michigan			3
MWC	2011-09-24		W	W 4	0		San Diego State	7	28	(22) Michigan			4
Big Ten	2011-10-01		W	W 5	0		Minnesota	0	58	(19) Michigan			5
Big Ten	2011-10-08	@	W	W 6	0		Northwestern	24	42	(12) Michigan			6
Big Ten	2011-10-15	@	L	L 1	1		(23) Michigan State	28	14	(11) Michigan			6
Big Ten	2011-10-29		W	W 1	1		Purdue	14	36	(17) Michigan			7
Big Ten	2011-11-05	@	L	L 1	2		Iowa	24	16	(13) Michigan			7
Big Ten	2011-11-12	@	W	W 1	2		Illinois	14	31	(22) Michigan			8
Big Ten	2011-11-19		W	W 2	2		(17) Nebraska	17	45	(20) Michigan			9
Big Ten	2011-11-26		W	W 3	2		Ohio State	34	40	(17) Michigan			10
ACC	2012-01-03	N	W	W 4	2	Sugar Bowl (Sugar Bowl (New Orleans, LA))	(17) Virginia Tech	20	23	(13) Michigan			11
SEC	2012-09-01	N	L	L 1	1	Arlington, TX	(2) Alabama	41	14	(8) Michigan			0
MWC	2012-09-08		W	W 1	1		Air Force	25	31	(19) Michigan			1
MAC	2012-09-15		W	W 2	1		Massachusetts	13	63	(17) Michigan			2
Ind	2012-09-22	@	L	L 1	2		(11) Notre Dame	13	6	(18) Michigan			2
Big Ten	2012-10-06	@	W	W 1	2		Purdue	13	44	Michigan			3
Big Ten	2012-10-13		W	W 2	2		Illinois	0	45	(25) Michigan			4
Big Ten	2012-10-20		W	W 3	2		Michigan State	10	12	(23) Michigan			5
Big Ten	2012-10-27	@	L	L 1	3		Nebraska	23	9	(20) Michigan			5
Big Ten	2012-11-03	@	W	W 1	3		Minnesota	13	35	Michigan			6
Big Ten	2012-11-10		W	W 2	3		Northwestern	31	38	Michigan			7
Big Ten	2012-11-17		W	W 3	3		Iowa	17	42	(23) Michigan			8
Big Ten	2012-11-24	@	L	L 1	4		(4) Ohio State	26	21	(20) Michigan			8
SEC	2013-01-01	N	L	L 2	5	Outback Bowl (Outback Bowl (Tampa, FL))	(11) South Carolina	33	28	(19) Michigan			8
MAC	2013-08-31		W	W 1	0		Central Michigan	9	59	(17) Michigan		3:30 PM	1
Ind	2013-09-07		W	W 2	0		(14) Notre Dame	30	41	(17) Michigan		8:00 PM	2
MAC	2013-09-14		W	W 3	0		Akron	24	28	(11) Michigan		12:00 PM	3
American	2013-09-21	@	W	W 4	0		Connecticut	21	24	(15) Michigan		8:00 PM	4
Big Ten	2013-10-05		W	W 5	0		Minnesota	13	42	(19) Michigan		3:30 PM	5
Big Ten	2013-10-12	@	L	L 1	1		Penn State	43	40	(18) Michigan		5:00 PM	5
Big Ten	2013-10-19		W	W 1	1		Indiana	47	63	Michigan		3:30 PM	6
Big Ten	2013-11-02	@	L	L 1	2		(24) Michigan State	29	6	(23) Michigan		3:30 PM	6
Big Ten	2013-11-09		L	L 2	3		Nebraska	17	13	Michigan		3:30 PM	6
Big Ten	2013-11-16	@	W	W 1	3		Northwestern	19	27	Michigan		3:30 PM	7
Big Ten	2013-11-23	@	L	L 1	4		Iowa	24	21	Michigan		12:00 PM	7
Big Ten	2013-11-30		L	L 2	5		(3) Ohio State	42	41	Michigan		12:00 PM	7
Big 12	2013-12-28	N	L	L 3	6	Buffalo Wild Wings Bowl (Tempe, AZ)	Kansas State	31	14	Michigan		10:15 PM	7
Sun Belt	2014-08-30		W	W 1	0		Appalachian State	14	52	Michigan		12:00 PM	1
Ind	2014-09-06	@	L	L 1	1		(16) Notre Dame	31	0	Michigan		7:30 PM	1
MAC	2014-09-13		W	W 1	1		Miami (OH)	10	34	Michigan		3:30 PM	2
Pac-12	2014-09-20		L	L 1	2		Utah	26	10	Michigan		3:30 PM	2
Big Ten	2014-09-27		L	L 2	3		Minnesota	30	14	Michigan		3:30 PM	2
Big Ten	2014-10-04	@	L	L 3	4		Rutgers	26	24	Michigan		7:00 PM	2
Big Ten	2014-10-11		W	W 1	4		Penn State	13	18	Michigan		7:00 PM	3
Big Ten	2014-10-25	@	L	L 1	5		(8) Michigan State	35	11	Michigan		3:30 PM	3
Big Ten	2014-11-01		W	W 1	5		Indiana	10	34	Michigan		3:30 PM	4
Big Ten	2014-11-08	@	W	W 2	5		Northwestern	9	10	Michigan		3:30 PM	5
Big Ten	2014-11-22		L	L 1	6		Maryland	23	16	Michigan		3:30 PM	5
Big Ten	2014-11-29	@	L	L 2	7		(7) Ohio State	42	28	Michigan		12:00 PM	5
Pac-12	2015-09-03	@	L	L 1	1		Utah	24	17	Michigan		8:30 PM	0
Pac-12	2015-09-12		W	W 1	1		Oregon State	7	35	Michigan		12:00 PM	1
MWC	2015-09-19		W	W 2	1		Nevada-Las Vegas	7	28	Michigan		12:00 PM	2
Ind	2015-09-26		W	W 3	1		(22) Brigham Young	0	31	Michigan		12:00 PM	3
Big Ten	2015-10-03	@	W	W 4	1		Maryland	0	28	(22) Michigan		12:00 PM	4
Big Ten	2015-10-10		W	W 5	1		(13) Northwestern	0	38	(18) Michigan		3:30 PM	5
Big Ten	2015-10-17		L	L 1	2		(7) Michigan State	27	23	(12) Michigan		3:30 PM	5
Big Ten	2015-10-31	@	W	W 1	2		Minnesota	26	29	(15) Michigan		7:00 PM	6
Big Ten	2015-11-07		W	W 2	2		Rutgers	16	49	(16) Michigan		3:30 PM	7
Big Ten	2015-11-14	@	W	W 3	2		Indiana	41	48	(15) Michigan		3:30 PM	8
Big Ten	2015-11-21	@	W	W 4	2		Penn State	16	28	(14) Michigan		12:00 PM	9
Big Ten	2015-11-28		L	L 1	3		(8) Ohio State	42	13	(12) Michigan		12:00 PM	9
SEC	2016-01-01	N	W	W 1	3	Citrus Bowl (Orlando, FL)	(19) Florida	7	41	(17) Michigan		1:00 PM	10
MWC	2016-09-03		W	W 1	0		Hawaii	3	63	(7) Michigan		12:00 PM	1
American	2016-09-10		W	W 2	0		UCF	14	51	(5) Michigan		12:00 PM	2
Pac-12	2016-09-17		W	W 3	0		Colorado	28	45	(4) Michigan		3:30 PM	3
Big Ten	2016-09-24		W	W 4	0		Penn State	10	49	(4) Michigan		3:30 PM	4
Big Ten	2016-10-01		W	W 5	0		(8) Wisconsin	7	14	(4) Michigan		3:30 PM	5
Big Ten	2016-10-08	@	W	W 6	0		Rutgers	0	78	(4) Michigan		7:00 PM	6
Big Ten	2016-10-22		W	W 7	0		Illinois	8	41	(3) Michigan		3:30 PM	7
Big Ten	2016-10-29	@	W	W 8	0		Michigan State	23	32	(2) Michigan		12:00 PM	8
Big Ten	2016-11-05		W	W 9	0		Maryland	3	59	(2) Michigan		3:30 PM	9
Big Ten	2016-11-12	@	L	L 1	1		Iowa	14	13	(2) Michigan		8:00 PM	9
Big Ten	2016-11-19		W	W 1	1		Indiana	10	20	(4) Michigan		3:30 PM	10
Big Ten	2016-11-26	@	L	L 1	2		(2) Ohio State	30	27	(3) Michigan		12:00 PM	10
ACC	2016-12-30	N	L	L 2	3	Orange Bowl	(10) Florida State	33	32	(6) Michigan		8:00 PM	10
SEC	2017-09-02	N	W	W 1	0		(17) Florida	17	33	(11) Michigan		3:30 PM	1
American	2017-09-09		W	W 2	0		Cincinnati	14	36	(8) Michigan		12:00 PM	2
MWC	2017-09-16		W	W 3	0		Air Force	13	29	(7) Michigan		12:00 PM	3
Big Ten	2017-09-23	@	W	W 4	0		Purdue	10	28	(8) Michigan		4:00 PM	4
Big Ten	2017-10-07		L	L 1	1		Michigan State	14	10	(7) Michigan		7:30 PM	4
Big Ten	2017-10-14	@	W	W 1	1		Indiana	20	27	(17) Michigan		12:00 PM	5
Big Ten	2017-10-21	@	L	L 1	2		(2) Penn State	42	13	(19) Michigan		7:30 PM	5
Big Ten	2017-10-28		W	W 1	2		Rutgers	14	35	Michigan		12:00 PM	6
Big Ten	2017-11-04		W	W 2	2		Minnesota	10	33	Michigan		7:30 PM	7
Big Ten	2017-11-11	@	W	W 3	2		Maryland	10	35	(21) Michigan		3:30 PM	8
Big Ten	2017-11-18	@	L	L 1	3		(6) Wisconsin	24	10	(21) Michigan		12:00 PM	8
Big Ten	2017-11-25		L	L 2	4		(8) Ohio State	31	20	Michigan		12:00 PM	8
SEC	2018-01-01	N	L	L 3	5	Outback Bowl	South Carolina	26	19	Michigan		12:00 PM	8
